22312,Healthcare,1
22312,Local Politics,1
22312,Teaching,1
26644,Live Music,1
26644,Theater,1
26644,Film,1
26644,Ballet,1
26644,Comedy,1
26644,Opera,1
26644,Beach Getaways,1
26644,Mountain Getaways,1
26644,Luxury Travel,1
26644,Adventure Travel,1
26644,Tennis,1
26644,Hockey,1
26644,Football,1
26644,Golf,1
26644,Jogging,1
26644,Watching sports,1
26644,Lounges & Clubs,1
26644,Bars,1
26644,Dancing,1
26644,Dining,1
26644,Education Improvement,1
26644,Mentorship,1
26644,Local Politics,1
26644,Teaching,1
26644,After-school Programs,1
20062,Live Music,1
20062,Theater,1
20062,Film,1
20062,Comedy,1
20062,Beach Getaways,1
20062,Mountain Getaways,1
20062,Luxury Travel,1
20062,Adventure Travel,1
20062,Skiing / Snowboarding,1
20062,Tennis,1
20062,Golf,1
20062,Watersports,1
20062,Gym,1
20062,Watching sports,1
20062,Lounges & Clubs,1
20062,Bars,1
20062,Dancing,1
20062,Dining,1
20062,Education Improvement,1
20062,Mentorship,1
20062,Local Politics,1
10615,Live Music,1
10615,Film,1
10615,Skiing / Snowboarding,1
10615,Watersports,1
10615,Lounges & Clubs,1
10615,Bars,1
18636,Live Music,1
18636,Theater,1
18636,Film,1
18636,Ballet,1
18636,Comedy,1
18636,Opera,1
18636,Beach Getaways,1
18636,Mountain Getaways,1
18636,Luxury Travel,1
18636,Adventure Travel,1
18636,Hiking,1
18636,Skiing / Snowboarding,1
18636,Basketball,1
18636,Tennis,1
18636,Football,1
18636,Watersports,1
18636,Yoga,1
18636,Education Improvement,1
18636,Poverty Reduction,1
18636,Local Politics,1
17618,Education,1
17618,Clean Water,1
36184,Theater,1
36184,Film,1
36184,Comedy,1
36184,Golf,1
36184,Yoga,1
36184,Spin,1
36184,Watching sports,1
36184,Bars,1
36184,Dining,1
36184,Education Improvement,1
36184,Mentorship,1
36184,Teaching,1
13040,Education,1
13040,Poverty,1
13040,Child services,1
13040,Health care,1
13040,Global health,1
21463,Live Music,1
21463,Theater,1
21463,Film,1
21463,Comedy,1
21463,Soccer,1
21463,Beach Volley,1
21463,Yoga,1
21463,Spin,1
21463,Lounges & Clubs,1
21463,Dining,1
21463,Education Improvement,1
21463,Teaching,1
18468,Education,1
18468,Environmental Protection,1
18468,Clean Water,1
14121,Womens’ Issues,1
14121,Poverty,1
8929,Education,1
8929,Environmental Protection,1
8929,Humanitarian Aid,1
8929,Womens’ Issues,1
8929,Clean Water,1
8929,Poverty,1
8929,Immigration,1
8929,Health care,1
8929,Animal Rights,1
8929,Peace/Nonviolence,1
8929,Global health,1
21478,Live Music,1
21478,Theater,1
21478,Film,1
21478,Ballet,1
21478,Comedy,1
21478,Opera,1
21478,Beach Getaways,1
21478,Mountain Getaways,1
21478,Luxury Travel,1
21478,Adventure Travel,1
21478,Hiking,1
21478,Skiing / Snowboarding,1
21478,Tennis,1
21478,Watersports,1
21478,Yoga,1
21478,Dancing,1
21478,Dining,1
21478,Karaoke,1
21478,Education Improvement,1
21478,Poverty Reduction,1
21478,Mentorship,1
21478,Teaching,1
21478,After-school Programs,1
14553,Live Music,1
14553,Theater,1
14553,Ballet,1
14553,Comedy,1
14553,Beach Getaways,1
14553,Mountain Getaways,1
14553,Bars,1
14553,Dining,1
14553,Karaoke,1
14553,Education Improvement,1
14553,Poverty Reduction,1
14553,Healthcare,1
17646,Education,1
17646,Poverty,1
17646,Child services,1
17646,Peace/Nonviolence,1
13558,Live Music,1
13558,Film,1
13558,Comedy,1
13558,Beach Getaways,1
13558,Mountain Getaways,1
13558,Luxury Travel,1
13558,Adventure Travel,1
13558,Skiing / Snowboarding,1
13558,Gym,1
13558,Yoga,1
13558,Lounges & Clubs,1
